word,stem,onset,offset,word_freq
to,to,324.119,324.319,24495
life,life,324.319,324.599,768.84
one,one,324.599,324.819,2720.8
more,more,324.819,325.099,1958.9
star,star,325.099,325.78,46.02
or,or,325.78,325.939,4643.6
one,one,325.939,326.109,2720.8
more,more,326.109,326.309,1958.9
flower,flower,326.309,326.777,27.276
when,when,327.431,327.526,1924.1
he,he,327.526,327.616,5204.1
puts,puts,327.616,327.886,21.662
out,out,327.886,328.11,1327.1
his,his,328.11,328.306,4572.3
lamp,lamp,328.306,328.64,17.097
he,he,328.974,329.059,5204.1
sends,sends,329.059,329.429,10.792
the,the,329.429,329.529,67225
flower,flower,329.529,330.049,27.276
or,or,330.049,330.239,4643.6
the,the,330.239,330.329,67225
star,star,330.329,330.669,46.02
to,to,330.669,330.799,24495
sleep,sleep,330.799,331.344,64.429
that,that,331.668,331.813,10130
s,is,331.813,331.853,10615
a,a,331.853,331.883,19384
beautiful,beautiful,331.883,332.373,86.9
occupation,occupation,332.373,333.112,34.638
it,it,333.372,333.697,7267.4
serves,serves,333.697,334.017,28.743
a,a,334.017,334.122,19384
real,real,334.122,334.417,229.88
purpose,purpose,334.417,335.037,176.4
because,because,335.037,335.307,775.24
it,it,335.307,335.417,7267.4
s,is,335.417,335.447,10615
pretty,pretty,335.447,335.85,52.839
when,when,337.212,337.357,1924.1
he,he,337.357,337.507,5204.1
arrived,arrived,337.507,337.917,76.205
on,on,337.917,338.017,5817
the,the,338.017,338.087,67225
planet,planet,338.087,338.867,16.155
he,he,338.867,339.017,5204.1
respectfully,respectfully,339.017,339.697,3.8886
saluted,saluted,339.697,340.267,2.2717
the,the,340.267,340.377,67225
lamplighter,lamplighter,340.377,341.041,0.10612
good,good,341.714,341.847,645.62
morning,morning,341.847,342.284,138.82
why,why,342.808,343.213,292.22
have,have,343.213,343.363,3516.4
you,you,343.363,343.443,2959.7
just,just,343.443,343.743,575
put,put,343.743,343.923,297.14
out,out,343.923,344.123,1327.1
your,your,344.123,344.233,950.53
lamp,lamp,344.233,344.787,17.097
those,those,345.351,345.596,875.7
are,are,345.596,345.636,4685
the,the,345.636,345.736,67225
orders,orders,345.736,346.216,70.669
replied,replied,346.336,346.706,56.172
the,the,346.706,346.816,67225
lamplighter,lamplighter,346.816,347.495,0.10612
good,good,347.914,348.029,645.62
morning,morning,348.029,348.384,138.82
what,what,349.187,349.352,1547.8
are,are,349.352,349.412,4685
the,the,349.412,349.587,67225
orders,orders,349.587,350.072,70.669
that,that,350.541,350.741,10130
i,i,350.741,350.838,4918.5
put,put,350.838,351.016,297.14
out,out,351.016,351.166,1327.1
my,my,351.166,351.316,1370.3
lamp,lamp,351.316,351.74,17.097
good,good,351.94,352.065,645.62
evening,evening,352.065,352.43,84.907
and,and,352.829,352.964,28654
he,he,352.964,353.024,5204.1
lit,lit,353.024,353.234,15.388
it,it,353.234,353.334,7267.4
again,again,353.334,353.628,412.97
but,but,354.551,354.686,3535.3
why,why,354.686,354.946,292.22
have,have,354.946,355.106,3516.4
you,you,355.106,355.231,2959.7
just,just,355.231,355.496,575
lit,lit,355.496,355.646,15.388
it,it,355.646,355.776,7267.4
again,again,355.776,356.146,412.97
those,those,356.695,356.89,875.7
are,are,356.89,356.94,4685
the,the,356.94,357.067,67225
orders,orders,357.067,357.56,70.669
replied,replied,357.56,358.07,56.172
the,the,358.07,358.13,67225
lamplighter,lamplighter,358.13,358.794,0.10612
i,i,359.567,359.687,4918.5
don't,do,359.687,359.7995,1413.7
,not,359.7995,359.912,5726.1
understand,understand,359.912,360.732,141
said,said,360.732,360.992,959.68
the,the,360.992,361.052,67225
little,little,361.052,361.302,560.69
prince,prince,361.302,361.796,68.37
there,there,362.38,362.515,2055.7
s,is,362.515,362.555,10615
nothing,nothing,362.555,362.825,284.5
to,to,362.825,362.975,24495
understand,understand,362.975,363.735,141
said,said,363.735,363.955,959.68
the,the,363.955,364.055,67225
lamplighter,lamplighter,364.055,364.674,0.10612
orders,orders,365.073,365.408,70.669
are,are,365.408,365.468,4685
orders,orders,365.468,366.128,70.669
good,good,366.128,366.268,645.62
morning,morning,366.268,366.643,138.82
and,and,367.017,367.152,28654
he,he,367.152,367.222,5204.1
put,put,367.222,367.412,297.14
out,out,367.412,367.602,1327.1
his,his,367.602,367.772,4572.3
lamp,lamp,367.772,368.081,17.097
then,then,368.645,369.17,1105
he,he,369.17,369.32,5204.1
sponged,sponged,369.32,369.8,0.19322
his,his,369.8,370.05,4572.3
forehead,forehead,370.05,370.38,13.109
with,with,370.38,370.5,6561.8
a,a,370.5,370.563,19384
handkerchief,handkerchief,370.563,371.23,5.0751
decorated,decorated,371.23,371.9,12.058
with,with,371.9,372.09,6561.8
red,red,372.09,372.29,155.73
squares,squares,372.29,372.888,13.036
i,i,373.681,373.766,4918.5
have,have,373.766,373.906,3516.4
a,a,373.906,373.956,19384
terrible,terrible,373.956,374.376,32.151
profession,profession,374.376,374.946,31.959
in,in,375.395,375.54,21385
the,the,375.54,375.673,67225
old,old,375.673,375.99,485.99
days,days,375.99,376.35,297.7
it,it,376.35,376.43,7267.4
was,was,376.43,376.58,6966.8
reasonable,reasonable,376.58,377.165,57.118
i,i,377.424,377.559,4918.5
d,would,377.559,377.609,1864.7
put,put,377.609,377.819,297.14
the,the,377.819,377.959,67225
lamp,lamp,377.959,378.227,17.097
out,out,378.227,378.419,1327.1
in,in,378.419,378.519,21385
the,the,378.519,378.589,67225
morning,morning,378.589,378.999,138.82
and,and,378.999,379.219,28654
in,in,379.219,379.329,21385
the,the,379.329,379.419,67225
evening,evening,379.419,379.789,84.907
i,i,379.789,379.929,4918.5
d,would,379.929,379.999,1864.7
light,light,379.999,380.269,282.51
it,it,380.269,380.449,7267.4
i,i,380.878,380.943,4918.5
had,had,380.943,381.143,3312.1
the,the,381.143,381.233,67225
rest,rest,381.233,381.523,149.67
of,of,381.523,381.593,39205
the,the,381.593,381.704,67225
day,day,381.704,381.913,596.34
to,to,381.913,382.083,24495
rest,rest,382.083,382.502,149.67
and,and,382.986,383.081,28654
the,the,383.081,383.141,67225
rest,rest,383.141,383.361,149.67
of,of,383.361,383.431,39205
the,the,383.431,383.491,67225
night,night,383.491,383.791,225.12
to,to,383.791,383.921,24495
sleep,sleep,383.921,384.361,64.429
and,and,385.229,385.424,28654
since,since,385.424,385.824,470.46
then,then,385.824,386.014,1105
have,have,386.014,386.234,3516.4
the,the,386.234,386.344,67225
orders,orders,386.344,386.714,70.669
changed,changed,386.714,387.258,88.616
the,the,387.927,388.032,67225
orders,orders,388.032,388.442,70.669
haven't,have,388.442,388.587,3516.4
,not,388.587,388.732,5726.1
changed,changed,388.732,389.291,88.616
said,said,389.496,389.681,959.68
the,the,389.681,389.781,67225
lamplighter,lamplighter,389.781,390.581,0.10612
that,that,390.581,390.751,10130
s,is,390.751,390.841,10615
the,the,390.841,390.911,67225
tragedy,tragedy,390.911,391.45,20.459
every,every,391.804,392.429,497.95
year,year,392.429,392.689,477.82
the,the,392.689,392.809,67225
planet,planet,392.809,393.189,16.155
has,has,393.189,393.369,2066.4
turned,turned,393.369,393.659,160.89
faster,faster,393.659,394.139,22.002
and,and,394.139,394.269,28654
faster,faster,394.269,394.758,22.002
and,and,394.978,395.093,28654
the,the,395.093,395.193,67225
orders,orders,395.193,395.563,70.669
haven't,have,395.563,395.698,3516.4
,not,395.698,395.833,5726.1
changed,changed,395.833,396.402,88.616
so,so,397.176,397.377,1834.7
what,what,397.377,397.681,1547.8
then,then,397.681,397.97,1105
said,said,398.21,398.395,959.68
the,the,398.395,398.455,67225
little,little,398.455,398.705,560.69
prince,prince,398.705,399.174,68.37
so,so,400.012,400.187,1834.7
now,now,400.187,400.427,860.09
that,that,400.427,400.547,10130
it,it,400.547,400.687,7267.4
spins,spins,400.687,401.087,2.0722
round,round,401.087,401.477,112.28
once,once,401.477,401.787,338.46
every,every,401.787,402.017,497.95
minute,minute,402.017,402.367,55.898
i,i,402.367,402.481,4918.5
no,no,402.481,402.637,1773.3
longer,longer,402.637,402.997,157.14
have,have,402.997,403.257,3516.4
a,a,403.257,403.317,19384
moment,moment,403.317,403.707,170.72
s,s,403.707,403.767,721.52
rest,rest,403.767,404.217,149.67
once,once,404.816,405.191,338.46
every,every,405.191,405.451,497.95
minute,minute,405.451,405.831,55.898
i,i,405.831,406.041,4918.5
light,light,406.041,406.271,282.51
the,the,406.271,406.361,67225
lamp,lamp,406.361,406.731,17.097
and,and,406.731,406.851,28654
put,put,406.851,407.061,297.14
it,it,407.061,407.161,7267.4
out,out,407.161,407.341,1327.1
again,again,407.341,407.655,412.97
that,that,408.533,408.728,10130
s,is,408.728,408.818,10615
funny,funny,408.818,409.197,12.639
where,where,409.761,409.906,850.35
you,you,409.906,410.186,2959.7
live,live,410.186,410.546,148.43
a,a,410.546,410.606,19384
day,day,410.606,410.906,596.34
only,only,410.906,411.207,1437.3
lasts,lasts,411.207,411.646,5.3744
a,a,411.646,411.71,19384
minute,minute,411.71,412.156,55.898
it,it,412.555,412.67,7267.4
s,is,412.67,412.7,10615
not,not,412.7,412.84,5726.1
funny,funny,412.84,413.18,12.639
at,at,413.18,413.33,4321.7
all,all,413.33,413.615,2611.6
said,said,413.969,414.154,959.68
the,the,414.154,414.254,67225
lamplighter,lamplighter,414.254,415.264,0.10612
we,we,415.264,415.374,2604.7
ve,have,415.374,415.464,3516.4
already,already,415.464,415.814,250.93
been,been,415.814,415.974,2049.8
speaking,speaking,415.974,416.414,74.37
for,for,416.414,416.594,8286.8
a,a,416.594,416.634,19384
month,month,416.634,417.002,87.614
a,a,417.621,417.7,19384
month,month,417.7,418.181,87.614
yes,yes,418.784,419.169,122.68
thirty,thirty,419.374,419.639,82.571
minutes,minutes,419.639,420.068,102.7
thirty,thirty,420.268,420.533,82.571
days,days,420.533,420.978,297.7
good,good,421.252,421.377,645.62
evening,evening,421.377,421.747,84.907
and,and,422.321,422.446,28654
he,he,422.446,422.576,5204.1
lit,lit,422.576,422.745,15.388
his,his,422.745,422.906,4572.3
lamp,lamp,422.906,423.166,17.097
again,again,423.166,423.505,412.97
the,the,424.673,424.758,67225
little,little,424.758,425.018,560.69
prince,prince,425.018,425.478,68.37
watched,watched,425.478,425.818,36.231
him,him,425.818,426.108,1494.9
and,and,426.108,426.308,28654
felt,felt,426.308,426.578,187.75
that,that,426.578,426.678,10130
he,he,426.678,426.808,5204.1
loved,loved,426.808,427.178,47.899
this,this,427.178,427.418,4844.1
lamplighter,lamplighter,427.418,427.988,0.10612
who,who,427.988,428.098,1854.3
was,was,428.098,428.248,6966.8
so,so,428.248,428.458,1834.7
faithful,faithful,428.458,429.018,26.295
to,to,429.018,429.148,24495
his,his,429.148,429.298,4572.3
orders,orders,429.298,429.771,70.669
he,he,430.24,430.595,5204.1
remembered,remembered,430.595,431.105,40.728
the,the,431.105,431.195,67225
sunsets,sunsets,431.195,431.845,0.60553
which,which,431.845,432.025,3975.8
he,he,432.025,432.215,5204.1
himself,himself,432.215,432.725,394.85
had,had,432.725,432.855,3312.1
gone,gone,432.855,433.115,103.8
to,to,433.115,433.205,24495
seek,seek,433.205,433.565,57.96
in,in,433.565,433.665,21385
the,the,433.665,433.735,67225
past,past,433.735,434.275,192.95
by,by,434.275,434.415,5954.5
moving,moving,434.415,434.795,76.891
his,his,434.795,435.035,4572.3
chair,chair,435.035,435.378,47.524
he,he,436.032,436.117,5204.1
wanted,wanted,436.117,436.427,136.16
to,to,436.427,436.517,24495
help,help,436.517,436.767,252.27
his,his,436.767,436.977,4572.3
friend,friend,436.977,437.361,130.14
you,you,438.614,438.749,2959.7
know,know,438.749,439.184,513.45
i,i,439.762,439.917,4918.5
know,know,439.917,440.157,513.45
a,a,440.157,440.237,19384
way,way,440.237,440.407,708.73
you,you,440.407,440.577,2959.7
can,can,440.577,440.777,2108.5
rest,rest,440.777,441.157,149.67
whenever,whenever,441.157,441.467,42.597
you,you,441.467,441.637,2959.7
want,want,441.637,442.057,262.95
i,i,442.67,442.815,4918.5
always,always,442.815,443.285,366.31
want,want,443.285,443.505,262.95
to,to,443.505,443.79,24495
said,said,444.015,444.19,959.68
the,the,444.19,444.28,67225
lamplighter,lamplighter,444.28,445.004,0.10612
for,for,445.533,445.638,8286.8
it,it,445.638,445.728,7267.4
s,is,445.728,445.768,10615
possible,possible,445.768,446.278,344.81
to,to,446.278,446.428,24495
be,be,446.428,446.648,6101
both,both,446.648,447.048,688.46
faithful,faithful,447.048,447.568,26.295
and,and,447.568,447.828,28654
lazy,lazy,447.828,448.258,6.1771
at,at,448.258,448.328,4321.7
the,the,448.328,448.398,67225
same,same,448.398,448.678,790.7
time,time,448.678,449.082,1478.5
the,the,450.075,450.139,67225
little,little,450.139,450.389,560.69
prince,prince,450.389,450.789,68.37
went,went,450.789,451.05,281.29
on,on,451.05,451.274,5817
your,your,452.147,452.362,950.53
planet,planet,452.362,452.852,16.155
is,is,452.852,452.932,10615
so,so,452.932,453.212,1834.7
small,small,453.212,453.762,443.74
that,that,453.762,454.202,10130
you,you,454.202,454.322,2959.7
can,can,454.322,454.512,2108.5
go,go,454.512,454.752,410.2
right,right,454.752,455.082,513.67
round,round,455.082,455.422,112.28
it,it,455.422,455.552,7267.4
in,in,455.552,455.632,21385
three,three,455.632,455.942,617.57
strides,strides,455.942,456.646,2.6965
you,you,457.005,457.13,2959.7
only,only,457.13,457.47,1437.3
have,have,457.47,457.67,3516.4
to,to,457.67,457.8,24495
walk,walk,457.8,458.08,60.603
along,along,458.08,458.39,236.16
rather,rather,458.39,458.76,341.76
slowly,slowly,458.76,459.26,63.284
to,to,459.26,459.44,24495
always,always,459.44,459.84,366.31
stay,stay,459.84,460.11,73.941
in,in,460.11,460.2,21385
the,the,460.2,460.296,67225
sun,sun,460.296,460.67,108.29
when,when,461.283,461.548,1924.1
you,you,461.548,461.658,2959.7
want,want,461.658,461.868,262.95
to,to,461.868,461.998,24495
rest,rest,461.998,462.728,149.67
you,you,462.728,462.828,2959.7
can,can,462.828,463.008,2108.5
walk,walk,463.008,463.427,60.603
and,and,463.821,463.966,28654
the,the,463.966,464.026,67225
day,day,464.026,464.296,596.34
will,will,464.296,464.516,1880.3
last,last,464.516,464.866,392.8
as,as,464.866,464.976,7217.4
long,long,464.976,465.136,604.34
as,as,465.136,465.276,7217.4
you,you,465.276,465.416,2959.7
like,like,465.416,465.766,898.72
that,that,466.659,466.803,10130
doesn't,does,466.803,466.9585,540.2
,not,466.9585,467.114,5726.1
do,do,467.114,467.193,1413.7
me,me,467.193,467.303,1037.6
much,much,467.303,467.574,761.24
good,good,467.574,467.813,645.62
said,said,468.098,468.263,959.68
the,the,468.263,468.403,67225
lamplighter,lamplighter,468.403,469.057,0.10612
what,what,469.446,469.581,1547.8
i,i,469.581,469.701,4918.5
really,really,469.701,470.236,186.65
love,love,470.236,470.461,266.05
in,in,470.461,470.561,21385
life,life,470.561,470.921,768.84
is,is,470.921,471.081,10615
to,to,471.081,471.161,24495
sleep,sleep,471.161,471.601,64.429
that,that,472.344,472.509,10130
s,is,472.509,472.539,10615
bad,bad,472.539,472.819,108.02
luck,luck,472.819,473.144,17.328
said,said,473.438,473.603,959.68
the,the,473.603,473.673,67225
little,little,473.673,473.913,560.69
prince,prince,473.913,474.343,68.37
that,that,475.006,475.131,10130
is,is,475.131,475.291,10615
bad,bad,475.291,475.521,108.02
luck,luck,475.521,475.821,17.328
said,said,476.02,476.185,959.68
the,the,476.185,476.305,67225
lamplighter,lamplighter,476.305,476.96,0.10612
good,good,477.244,477.399,645.62
morning,morning,477.399,477.774,138.82
and,and,478.273,478.388,28654
he,he,478.388,478.458,5204.1
put,put,478.458,478.658,297.14
out,out,478.658,478.878,1327.1
his,his,478.878,479.058,4572.3
lamp,lamp,479.058,479.398,17.097
that,that,480.475,480.71,10130
man,man,480.71,481.335,771.06
said,said,481.335,481.6,959.68
the,the,481.6,481.7,67225
little,little,481.7,481.92,560.69
prince,prince,481.92,482.27,68.37
to,to,482.27,482.37,24495
himself,himself,482.37,482.86,394.85
as,as,482.86,482.96,7217.4
he,he,482.96,483.06,5204.1
continued,continued,483.06,483.61,156.57
further,further,483.61,484.01,266.7
on,on,484.01,484.16,5817
his,his,484.16,484.39,4572.3
journey,journey,484.39,484.784,46.431
that,that,485.597,485.852,10130
man,man,485.852,486.122,771.06
would,would,486.122,486.282,1864.7
be,be,486.282,486.432,6101
despised,despised,486.432,487.082,5.937
by,by,487.082,487.232,5954.5
all,all,487.232,487.432,2611.6
the,the,487.432,487.572,67225
others,others,487.572,488.071,354.7
by,by,488.315,488.44,5954.5
the,the,488.44,488.53,67225
king,king,488.53,489.005,257.1
by,by,489.19,489.325,5954.5
the,the,489.325,489.413,67225
conceited,conceited,489.413,489.955,1.1502
man,man,489.955,490.305,771.06
by,by,490.305,490.475,5954.5
the,the,490.475,490.555,67225
drinker,drinker,490.555,491.065,1.3344
and,and,491.065,491.235,28654
by,by,491.235,491.345,5954.5
the,the,491.345,491.435,67225
businessman,businessman,491.435,492.099,4.115
yet,yet,492.498,492.973,377.42
he,he,492.973,493.153,5204.1
s,is,493.153,493.253,10615
the,the,493.253,493.39,67225
only,only,493.39,493.743,1437.3
one,one,493.743,494.073,2720.8
that,that,494.073,494.253,10130
doesn't,does,494.253,494.438,540.2
,not,494.438,494.623,5726.1
seem,seem,494.623,494.783,145.34
ridiculous,ridiculous,494.783,495.403,10.271
to,to,495.403,495.543,24495
me,me,495.543,495.732,1037.6
perhaps,perhaps,496.345,496.8,243.77
it,it,496.8,496.94,7267.4
s,is,496.94,496.98,10615
because,because,496.98,497.26,775.24
he,he,497.26,497.38,5204.1
thinks,thinks,497.38,497.7,29.415
of,of,497.7,497.78,39205
something,something,497.78,498.19,282.71
other,other,498.19,498.49,1751.2
than,than,498.49,498.63,1500.3
himself,himself,498.63,499.26,394.85
he,he,500.257,500.352,5204.1
breathed,breathed,500.352,500.762,6.1366
a,a,500.762,500.802,19384
sigh,sigh,500.802,501.132,8.3187
of,of,501.132,501.262,39205
regret,regret,501.262,501.822,15.39
and,and,501.822,501.952,28654
said,said,501.952,502.162,959.68
to,to,502.162,502.282,24495
himself,himself,502.282,502.827,394.85
that,that,503.535,503.82,10130
man,man,503.82,504.11,771.06
is,is,504.11,504.27,10615
the,the,504.27,504.46,67225
only,only,504.46,504.73,1437.3
one,one,504.73,504.91,2720.8
with,with,504.91,505.12,6561.8
whom,whom,505.12,505.29,211.94
i,i,505.29,505.37,4918.5
could,could,505.37,505.583,1122.9
ve,have,505.583,505.677,3516.4
made,made,505.677,505.89,933.93
friends,friends,505.89,506.479,144.76
but,but,507.033,507.128,3535.3
his,his,507.128,507.328,4572.3
planet,planet,507.328,507.798,16.155
is,is,507.798,507.928,10615
really,really,507.928,508.278,186.65
very,very,508.278,508.718,945.6
small,small,508.718,509.343,443.74
there,there,509.837,509.932,2055.7
s,is,509.932,509.992,10615
no,no,509.992,510.212,1773.3
room,room,510.212,510.452,227.47
on,on,510.452,510.572,5817
it,it,510.572,510.702,7267.4
for,for,510.702,510.812,8286.8
two,two,510.812,511.052,1309.2
people,people,511.052,511.576,833.98
what,what,512.718,512.843,1547.8
the,the,512.843,512.923,67225
little,little,512.923,513.243,560.69
prince,prince,513.243,513.663,68.37
didn't,did,513.663,513.843,873.35
